student,question,explanationText,score,upvotes,downvotes,postTimeStamp
53,95,求解答,0,0,0,2017-05-31 12:42:32.776956+00:00
25,95,,0,0,0,2017-05-31 08:40:33.550952+00:00
25,94,,0,0,0,2017-05-31 08:07:32.250213+00:00
25,96,,0,0,0,2017-05-31 07:44:53.146481+00:00
13,95, ,0,0,0,2017-05-30 09:44:57.295151+00:00
73,92,*p++ :p+1后取该指针所表示的位置,0,0,0,2017-05-30 04:54:41.798328+00:00
73,92,？,0,0,0,2017-05-30 04:50:14.043089+00:00
73,91,"？
",0,0,0,2017-05-30 04:47:55.378214+00:00
33,86,,0,0,0,2017-05-30 02:23:19.260499+00:00
33,88,,0,0,0,2017-05-30 02:10:49.966511+00:00
33,91,,0,0,0,2017-05-30 02:04:44.375125+00:00
33,92,,0,0,0,2017-05-30 02:03:16.859445+00:00
33,84,,0,0,0,2017-05-30 01:56:03.663989+00:00
33,81,,0,0,0,2017-05-30 01:52:36.254184+00:00
33,94,,0,0,0,2017-05-30 01:47:51.928508+00:00
25,92,"为什么不能表示呢？
",0,0,0,2017-05-28 09:50:32.467488+00:00
25,92,,0,0,0,2017-05-28 09:49:27.754992+00:00
25,91,,0,0,0,2017-05-28 09:46:18.831872+00:00
13,91,  ,0,0,0,2017-05-27 13:30:10.491670+00:00
51,91,A越界 B越界 C多了一个&，如果要用&就要有两个[]  D实际上表示&t[2][0],0,0,0,2017-05-26 12:41:06.446103+00:00
51,91,,0,0,0,2017-05-26 12:36:34.965706+00:00
39,89,"??
",0,0,0,2017-05-25 09:31:14.376169+00:00
69,88,,0,0,0,2017-05-25 09:11:41.157369+00:00
69,88,,0,0,0,2017-05-25 09:11:06.871380+00:00
69,83,,0,0,0,2017-05-25 08:58:26.872468+00:00
39,76,1,0,0,0,2017-05-25 08:56:39.217765+00:00
69,81,,0,0,0,2017-05-25 08:53:48.492667+00:00
8,86, ,0,0,0,2017-05-25 08:49:30.169012+00:00
30,89,,0,0,0,2017-05-25 08:44:13.231987+00:00
69,79,,0,0,0,2017-05-25 08:35:02.918136+00:00
69,79,,0,0,0,2017-05-25 08:35:01.850574+00:00
30,86,,0,0,0,2017-05-25 08:34:58.878332+00:00
69,77,,0,0,0,2017-05-25 08:32:48.830706+00:00
30,83,,0,0,0,2017-05-25 08:28:49.051301+00:00
69,76,,0,0,0,2017-05-25 08:23:53.371498+00:00
15,81,,0,0,0,2017-05-25 08:20:56.663909+00:00
30,81,这个执行后不是42310吗……可以排序吗？,0,0,0,2017-05-25 08:19:38.760825+00:00
70,88,,0,0,0,2017-05-25 08:19:26.765672+00:00
38,89,,0,0,0,2017-05-25 08:17:59.135032+00:00
30,81,,0,0,0,2017-05-25 08:11:11.799911+00:00
84,71,"?
",0,0,0,2017-05-25 08:08:50.103018+00:00
59,88,？？？,0,0,0,2017-05-25 08:07:16.261127+00:00
70,85,,0,0,0,2017-05-25 08:05:44.134704+00:00
21,84,,0,0,0,2017-05-25 08:05:22.240533+00:00
84,75,,0,0,0,2017-05-25 08:05:06.251258+00:00
36,88," 

",0,0,0,2017-05-25 08:01:17.319187+00:00
21,89,如果对部分元素赋初值，定义数组时第一维的长度和第二维的长度都要指定，对全部元素赋初值，第二维的长度不能省，第一维的长度可以不指定,0,0,0,2017-05-25 07:59:30.798460+00:00
36,86," 
",0,0,0,2017-05-25 07:59:27.284814+00:00
38,88,,0,0,0,2017-05-25 07:56:48.156357+00:00
38,86,,0,0,0,2017-05-25 07:55:11.632703+00:00
70,90,,0,0,0,2017-05-25 07:54:53.146680+00:00
21,88,,0,0,0,2017-05-25 07:54:07.352294+00:00
38,83,,0,0,0,2017-05-25 07:53:09.279178+00:00
38,79,,0,0,0,2017-05-25 07:52:25.446995+00:00
30,76,,0,0,0,2017-05-25 07:51:57.969970+00:00
44,89, 这道题的 a 为什么不对呀，不能只规定行数不规定有多少个数吗？,0,0,0,2017-05-25 07:51:46.793962+00:00
71,84,只要你输入一个ASCII字符上的符号对应的数值，最后在输出的时候用%c就可以把字符输出。,0,0,0,2017-05-25 07:51:04.932663+00:00
44,89,,0,0,0,2017-05-25 07:50:42.916301+00:00
45,88,,0,0,0,2017-05-25 07:50:37.294243+00:00
71,84,l,0,0,0,2017-05-25 07:49:35.928933+00:00
30,90,,0,0,0,2017-05-25 07:46:56.036024+00:00
30,90,,0,0,0,2017-05-25 07:46:31.485765+00:00
49,86,a[4表示数组中的第5个数],0,0,0,2017-05-25 07:46:29.209203+00:00
74,86, ,0,0,0,2017-05-25 07:45:36.221337+00:00
44,87,,0,0,0,2017-05-25 07:44:49.053482+00:00
15,82,,0,0,0,2017-05-25 07:44:22.278511+00:00
74,88,"c[] 中的第四个字符 '\0' , 这是c中默认的字符串结束标志，也就是，遇到'\0', 就认为字符串结束了，所以数字符的时候只能数3个，",0,0,0,2017-05-25 07:44:15.610878+00:00
49,85,整体赋值出错,0,0,0,2017-05-25 07:44:00.202014+00:00
80,88,,0,0,0,2017-05-25 07:43:49.266859+00:00
49,85,,0,0,0,2017-05-25 07:43:32.747592+00:00
15,88,计算长度不包括‘\0’在内，只计算在‘\0’前面的长度，因此是3。,0,0,0,2017-05-25 07:43:23.463411+00:00
15,88,,0,0,0,2017-05-25 07:41:59.684733+00:00
21,89,,0,0,0,2017-05-25 07:41:51.056187+00:00
71,86,为什么是e?,0,0,0,2017-05-25 07:41:31.980404+00:00
44,85,,0,0,0,2017-05-25 07:38:12.473331+00:00
73,89,A和B哪一个对呢,0,0,0,2017-05-25 07:36:16.584246+00:00
71,88,\0不算在长度里面吗？,0,0,0,2017-05-25 07:34:45.156471+00:00
55,82,,0,0,0,2017-05-25 07:34:04.701151+00:00
73,88,\\算一个字符,0,0,0,2017-05-25 07:34:01.214575+00:00
19,88,?,0,0,0,2017-05-25 07:33:56.057584+00:00
21,90,,0,0,0,2017-05-25 07:25:17.342079+00:00
74,88,,0,0,0,2017-05-25 07:24:49.462265+00:00
11,88,%d,0,0,0,2017-05-25 07:24:45.143216+00:00
73,84,求解释,0,0,0,2017-05-25 07:24:21.865003+00:00
67,90,,0,0,0,2017-05-25 07:22:29.879227+00:00
60,51,忘记了,0,0,0,2017-05-25 05:42:21.203971+00:00
60,49,"啊没有break
",0,0,0,2017-05-25 05:37:42.981187+00:00
60,49,为什么有**3**啊,0,0,0,2017-05-25 05:37:20.133746+00:00
60,48,"==
default怎么都要出现的",0,0,0,2017-05-25 05:27:59.827834+00:00
60,45,"判断相等关系要用两个等号“==”
单个等号表示赋值",0,0,0,2017-05-25 05:23:41.460392+00:00
46,89,"int a[ ][3]={{1,0,1},{ },{1,1}}; 
为什么错了？
",0,0,0,2017-05-24 13:04:23.347585+00:00
51,88,之前的转义字符\什么都只算一个字符,0,0,0,2017-05-23 15:27:02.353239+00:00
51,88,\0停止 且不算,0,0,0,2017-05-23 15:26:36.262000+00:00
18,88,为什么是3呢？,0,0,0,2017-05-23 08:43:01.826783+00:00
19,86,?,0,0,0,2017-05-22 15:23:05.763444+00:00
13,86,  ,0,0,0,2017-05-22 14:55:19.341601+00:00
4,87,This is my comment,0,0,0,2017-05-22 10:44:01.236551+00:00
74,84,,0,0,0,2017-05-21 03:18:44.978649+00:00
74,85,不能整体赋值,0,0,0,2017-05-21 03:02:06.439015+00:00
31,81,?,0,0,0,2017-05-20 06:09:42.521176+00:00
31,78,"???
",0,0,0,2017-05-20 06:04:54.757955+00:00
31,77,7??,0,0,0,2017-05-20 06:02:57.572613+00:00
51,82,,0,0,0,2017-05-19 14:58:32.266856+00:00
51,83,"a,b已经是数组的地址名了，就没有必要再用取地址符",0,0,0,2017-05-19 14:55:49.510795+00:00
13,83,  ,0,0,0,2017-05-18 12:44:47.481437+00:00
13,81,"  
",0,0,0,2017-05-18 12:38:53.944434+00:00
41,79,为什么是出错啊？,0,0,0,2017-05-18 11:26:46.627643+00:00
41,83,这不对吧，怎么可能只有一个引号？,0,0,0,2017-05-18 11:13:10.143198+00:00
36,81,请问插入排序和选择排序的不同,0,0,0,2017-05-18 11:07:37.328172+00:00
36,81, ,0,0,0,2017-05-18 11:06:41.713640+00:00
36,83, ,0,0,0,2017-05-18 10:43:08.927461+00:00
21,64,,0,0,0,2017-05-18 09:43:25.285199+00:00
21,63,,0,0,0,2017-05-18 09:41:00.183400+00:00
21,62,,0,0,0,2017-05-18 09:38:31.569140+00:00
21,65,,0,0,0,2017-05-18 09:37:43.927858+00:00
21,66,,0,0,0,2017-05-18 09:36:42.444898+00:00
21,67,,0,0,0,2017-05-18 09:33:51.854458+00:00
21,68,,0,0,0,2017-05-18 09:29:07.900373+00:00
21,69,,0,0,0,2017-05-18 09:28:30.434560+00:00
21,70,,0,0,0,2017-05-18 09:23:43.806575+00:00
21,72,,0,0,0,2017-05-18 09:20:28.186438+00:00
21,74,,0,0,0,2017-05-18 09:18:36.091387+00:00
21,75,,0,0,0,2017-05-18 09:17:45.713280+00:00
21,77,,0,0,0,2017-05-18 09:13:51.865810+00:00
21,78,,0,0,0,2017-05-18 09:11:50.202859+00:00
21,79,,0,0,0,2017-05-18 09:10:51.928282+00:00
21,81,,0,0,0,2017-05-18 09:08:30.573491+00:00
38,78,,0,0,0,2017-05-18 09:08:23.181346+00:00
83,76,"char s[5]={'a','b','c','d','e'}; 是对的char s[5]=""abcde""的时候,s[5]只能存储4个字符，此时发生了溢出，后面的被认为是字符串，所以会以‘\0’结尾占一个字符，共6个字符；但是char s[5]={'a','b','c','d','e'};每个字母是一个字符，也就是5个字符 ",0,0,0,2017-05-18 09:07:06.753690+00:00
33,82,,0,0,0,2017-05-18 09:04:19.994669+00:00
21,83,,0,0,0,2017-05-18 09:02:54.419445+00:00
83,76,,0,0,0,2017-05-18 09:01:18.693641+00:00
83,77,不明白，%d可以用来输出a[0]吗,0,0,0,2017-05-18 09:00:30.861116+00:00
71,76,最后的0也算在长度里面吗？,0,0,0,2017-05-18 08:59:45.900552+00:00
73,81,为什么是插入排序呢？,0,0,0,2017-05-18 08:59:07.372673+00:00
83,78,"没有0结束符的不是串，题中y数组内容就不是串，只是个数组而已
x 是数组 x的内容同时也是串(系统自动添加了0结束符)
y是数组 但y的内容不是串 即然不是串也就不存在串长的说法",0,0,0,2017-05-18 08:58:17.627285+00:00
71,76,哼,0,0,0,2017-05-18 08:57:55.308641+00:00
84,15,,0,0,0,2017-05-18 08:57:30.507575+00:00
22,83,,0,0,0,2017-05-18 08:55:21.958477+00:00
71,79,为什么程序会出错？,0,0,0,2017-05-18 08:55:03.800700+00:00
38,81,,0,0,0,2017-05-18 08:54:56.483209+00:00
83,78,,0,0,0,2017-05-18 08:54:07.580668+00:00
33,76,,0,0,0,2017-05-18 08:53:35.064797+00:00
74,76,是因为超出长度了吗？,0,0,0,2017-05-18 08:52:51.020518+00:00
83,79,"不过，如果想把b的数组给a应该strcpy(a,b)",0,0,0,2017-05-18 08:51:48.567275+00:00
74,77,"7行不也有错吗？
",0,0,0,2017-05-18 08:51:30.301073+00:00
38,82,,0,0,0,2017-05-18 08:50:53.116870+00:00
83,79,不可以这样直接赋值,0,0,0,2017-05-18 08:49:18.665275+00:00
18,81,,0,0,0,2017-05-18 08:49:14.773940+00:00
15,78,,0,0,0,2017-05-18 08:48:33.471148+00:00
16,81,"一、选择排序原理：将初始序列(A[0]~A[n-1])作为待排序序列，第一趟在待排序序列(A[0]~A[n-1])中找到最小值元素，将其与第一个元素A[0]交换，这样子序列(A[0])已经有序，下一趟在排序在待排序子序列(A[1]~A[n-1])中进行。第i趟排序在待排序子序列(A[i-1]~A[n-1])中找到最小值元素，与该子序列中第一个元素A[i-1]交换。经过 n-1 趟排序后使得初始序列有序。
二、插入排序原理：将初始序列中的第一个元素作为一个有序序列，然后将剩下的 n-1 个元素按关键字大小依次插入该有序序列，每插入一个元素后依然保持该序列有序，经过 n-1 趟排序后使初始序列有序。",0,0,0,2017-05-18 08:47:27.639158+00:00
83,81,这道题目少符号吧,0,0,0,2017-05-18 08:47:24.584829+00:00
18,81,什么是插入排序？,0,0,0,2017-05-18 08:47:19.945127+00:00
15,77,,0,0,0,2017-05-18 08:47:14.905841+00:00
38,76,,0,0,0,2017-05-18 08:47:14.718756+00:00
71,81,什么是选择排序？什么是插入排序？,0,0,0,2017-05-18 08:46:30.070584+00:00
15,76,,0,0,0,2017-05-18 08:45:12.455543+00:00
83,82,注意括号的位置、运算顺序,0,0,0,2017-05-18 08:44:27.344130+00:00
19,83,0,0,0,0,2017-05-18 08:44:01.934367+00:00
33,69,,0,0,0,2017-05-18 08:43:11.794708+00:00
15,75,,0,0,0,2017-05-18 08:43:07.857819+00:00
74,79,为什么不会超出输出？,0,0,0,2017-05-18 08:42:51.072577+00:00
15,83,,0,0,0,2017-05-18 08:41:18.278147+00:00
68,81,,0,0,0,2017-05-18 08:39:04.935262+00:00
19,77,0,0,0,0,2017-05-18 08:38:53.286475+00:00
68,79,,0,0,0,2017-05-18 08:35:42.915659+00:00
19,81,请问选择排序和插入排序分别是什么意思啊？,0,0,0,2017-05-18 08:35:33.630237+00:00
68,78,,0,0,0,2017-05-18 08:34:46.089189+00:00
68,76,,0,0,0,2017-05-18 08:33:04.989437+00:00
74,81,"插入排序和选择排序有什么不同？
",0,0,0,2017-05-18 08:32:56.041781+00:00
8,81, ,0,0,0,2017-05-18 08:31:02.902450+00:00
59,83,c的双引号少了一半……不服,0,0,0,2017-05-18 08:29:06.139407+00:00
8,78, ,0,0,0,2017-05-18 08:28:53.219145+00:00
70,76,,0,0,0,2017-05-18 08:27:25.760140+00:00
52,78,对于y的定义，难道不是说后面会自己补充上‘\0’吗？,0,0,0,2017-05-18 08:25:28.675676+00:00
74,83,c选项不是少一个引号吗 ,0,0,0,2017-05-18 08:23:57.077739+00:00
52,76,"这道题A为什么是对的，D为什么是错的？
",0,0,0,2017-05-18 08:19:52.514377+00:00
66,79,a b为地址名，不能赋值,0,0,0,2017-05-18 08:17:41.193624+00:00
66,76,why,0,0,0,2017-05-18 08:15:13.377284+00:00
49,77,,0,0,0,2017-05-18 08:12:53.536355+00:00
66,82,"取余的函数定义 a%b = a - (a/b)*b

第二个0%5=0才对吧!",0,0,0,2017-05-18 08:12:31.153890+00:00
49,76,,0,0,0,2017-05-18 08:11:21.569916+00:00
66,83,a、b数组名本身就代表地址，所以不需要地址符&,0,0,0,2017-05-18 08:01:05.408189+00:00
66,83,gets函数只能输入一个字符串，gets（a），a为数组名，而不能是把要输的字符装进去咯,0,0,0,2017-05-18 08:00:20.853823+00:00
44,82,啊我明白了,0,0,0,2017-05-18 07:56:58.054540+00:00
44,82,第一个-4怎么算的,0,0,0,2017-05-18 07:56:30.749642+00:00
44,81,,0,0,0,2017-05-18 07:54:19.987019+00:00
57,81,,0,0,0,2017-05-18 07:39:00.987710+00:00
70,81,,0,0,0,2017-05-18 07:36:18.791188+00:00
57,79,,0,0,0,2017-05-18 07:34:22.697931+00:00
11,81,"http://blog.csdn.net/hijiankang/article/details/9207735
解释了这些名词",0,0,0,2017-05-18 07:33:17.035898+00:00
44,79,有点晕,0,0,0,2017-05-18 07:31:47.565999+00:00
44,79,,0,0,0,2017-05-18 07:31:34.473428+00:00
11,81,.,0,0,0,2017-05-18 07:31:16.835428+00:00
57,76,,0,0,0,2017-05-18 07:27:40.754191+00:00
11,79,...,0,0,0,2017-05-18 07:27:04.512203+00:00
73,79,"为什么会出错呢
",0,0,0,2017-05-18 07:26:59.165535+00:00
79,83,,0,0,0,2017-05-18 07:26:51.950803+00:00
57,83,,0,0,0,2017-05-18 07:26:19.241238+00:00
70,83,,0,0,0,2017-05-18 07:26:14.860479+00:00
49,83,"题目错了=_=分明是两个字符串吧！
而且还少打了引号",0,0,0,2017-05-18 07:25:39.825377+00:00
43,83,字符数不用地址符？,0,0,0,2017-05-18 07:25:04.662934+00:00
11,83,"...
",0,0,0,2017-05-18 07:24:31.458255+00:00
49,83,,0,0,0,2017-05-18 07:24:30.514565+00:00
44,83,"引号是少打了？
",0,0,0,2017-05-18 07:22:59.657797+00:00
44,83,,0,0,0,2017-05-18 07:22:49.515897+00:00
44,76,,0,0,0,2017-05-18 07:22:04.850173+00:00
31,83,这是为什么。。。,0,0,0,2017-05-18 07:21:58.518429+00:00
73,77,,0,0,0,2017-05-18 07:20:25.414244+00:00
8,76, ,0,0,0,2017-05-18 07:19:01.763564+00:00
73,77,7也有错，缺了）,0,0,0,2017-05-18 06:30:11.918223+00:00
56,77,7不是少了一个括号吗？,0,0,0,2017-05-18 06:21:37.523290+00:00
63,79,  ,0,0,0,2017-05-18 05:29:12.344276+00:00
63,78,  ,0,0,0,2017-05-18 05:27:00.723648+00:00
63,77,  ,0,0,0,2017-05-18 05:26:02.447871+00:00
63,76,  ,0,0,0,2017-05-18 05:24:59.945450+00:00
87,81,1,0,0,0,2017-05-17 04:02:24.870077+00:00
87,76,1,0,0,0,2017-05-17 03:57:09.131157+00:00
51,81,插入排序和选择排序是什么意思,0,0,0,2017-05-16 12:09:08.921461+00:00
51,76,,0,0,0,2017-05-13 14:20:22.088838+00:00
48,69,"题目有问题，无正确选项？
",0,0,0,2017-05-13 03:43:13.986547+00:00
44,71,,0,0,0,2017-05-11 09:11:46.043964+00:00
44,69,为什么运行到a=14还继续运行了呀,0,0,0,2017-05-11 09:10:41.684946+00:00
44,69,,0,0,0,2017-05-11 09:10:21.400857+00:00
83,72,,0,0,0,2017-05-11 09:09:02.011380+00:00
83,72,,0,0,0,2017-05-11 09:08:58.501229+00:00
41,68,"回复那个问区别的，因为x<30,当他是29的时候，如果他是兔子，腿就超了。
",0,0,0,2017-05-11 09:07:29.425949+00:00
41,68,"回复那个问区别的，因为x<30,当他是29的时候，如果他是兔子，腿就超了。
",0,0,0,2017-05-11 09:07:27.841028+00:00
41,68,,0,0,0,2017-05-11 09:04:34.521033+00:00
22,75,,0,0,0,2017-05-11 09:03:13.600529+00:00
68,74,???,0,0,0,2017-05-11 09:01:37.622732+00:00
68,73,,0,0,0,2017-05-11 09:01:08.062579+00:00
68,72,,0,0,0,2017-05-11 08:59:12.362214+00:00
44,66,"
",0,0,0,2017-05-11 08:59:06.869020+00:00
83,64,,0,0,0,2017-05-11 08:58:26.386150+00:00
68,71,,0,0,0,2017-05-11 08:58:21.335110+00:00
68,70,是不是理解成  不能随便什么类型的表达式都可以作下标,0,0,0,2017-05-11 08:57:24.232853+00:00
68,70,,0,0,0,2017-05-11 08:56:23.570176+00:00
68,69,,0,0,0,2017-05-11 08:52:50.163482+00:00
8,71, ,0,0,0,2017-05-11 08:42:42.282851+00:00
83,69,,0,0,0,2017-05-11 08:39:00.182094+00:00
44,64,"中间那个x++执行两次？
",0,0,0,2017-05-11 08:37:42.003656+00:00
8,69, ,0,0,0,2017-05-11 08:36:18.050289+00:00
87,75,1,0,0,0,2017-05-11 08:29:45.535124+00:00
83,74,,0,0,0,2017-05-11 08:29:34.026717+00:00
87,67,i=11为什么不运行,0,0,0,2017-05-11 08:23:20.553007+00:00
83,75,,0,0,0,2017-05-11 08:20:33.013493+00:00
87,66,为什么K=4而不是3,0,0,0,2017-05-11 08:14:54.622083+00:00
87,66,1,0,0,0,2017-05-11 08:13:21.745497+00:00
8,67, ,0,0,0,2017-05-11 08:10:14.801943+00:00
87,64,1,0,0,0,2017-05-11 08:05:57.143788+00:00
69,69,,0,0,0,2017-05-11 08:05:19.535213+00:00
8,75, ,0,0,0,2017-05-11 08:04:15.092879+00:00
38,71,,0,0,0,2017-05-11 07:59:41.999810+00:00
38,70,,0,0,0,2017-05-11 07:58:37.155574+00:00
57,70,,0,0,0,2017-05-11 07:56:08.343785+00:00
67,75,,0,0,0,2017-05-11 07:54:23.586527+00:00
46,70,任何形式的表达式都不能做引用数组元素的下标吗?,0,0,0,2017-05-11 07:54:08.234415+00:00
74,70,,0,0,0,2017-05-11 07:49:33.287440+00:00
43,66,？,0,0,0,2017-05-11 07:49:20.924323+00:00
57,68,,0,0,0,2017-05-11 07:48:50.352673+00:00
38,67,,0,0,0,2017-05-11 07:48:09.255657+00:00
57,75,,0,0,0,2017-05-11 07:45:44.627696+00:00
31,72,?/??,0,0,0,2017-05-11 07:45:35.621208+00:00
36,71, ,0,0,0,2017-05-11 07:44:58.594473+00:00
79,75,,0,0,0,2017-05-11 07:35:58.175187+00:00
87,52,1,0,0,0,2017-05-11 07:35:28.162820+00:00
87,51,1,0,0,0,2017-05-11 07:33:21.069893+00:00
18,69,,0,0,0,2017-05-11 07:30:40.224871+00:00
87,49,1,0,0,0,2017-05-11 07:30:05.280962+00:00
35,75,,0,0,0,2017-05-11 07:29:41.333676+00:00
87,48,1,0,0,0,2017-05-11 07:28:40.259524+00:00
30,71,,0,0,0,2017-05-11 07:27:41.209654+00:00
87,44,1,0,0,0,2017-05-11 07:26:48.392735+00:00
11,75,..,0,0,0,2017-05-11 07:22:51.222388+00:00
66,20,,0,0,0,2017-05-11 07:06:19.151753+00:00
30,66,,0,0,0,2017-05-11 07:02:16.685128+00:00
30,65,,0,0,0,2017-05-11 06:59:09.933352+00:00
67,68,,0,0,0,2017-05-11 06:08:49.775985+00:00
63,69,"

",0,0,0,2017-05-11 06:05:45.133414+00:00
63,66,"
",0,0,0,2017-05-11 05:59:33.804229+00:00
67,71,,0,0,0,2017-05-11 05:58:07.534206+00:00
66,71,,0,0,0,2017-05-11 05:55:54.606179+00:00
63,64,"
",0,0,0,2017-05-11 05:48:11.419254+00:00
63,63,"
",0,0,0,2017-05-11 05:44:35.425683+00:00
63,61,,0,0,0,2017-05-11 05:38:37.316134+00:00
63,74,  ,0,0,0,2017-05-11 05:36:03.935768+00:00
4,74,,0,0,0,2017-05-10 10:43:13.430861+00:00
49,64,,0,0,0,2017-05-09 10:29:11.292135+00:00
49,61,b=-1比较完错误后还要再自－！,0,0,0,2017-05-09 10:19:55.665929+00:00
49,54,"(!(a==0),f!=0&&c=='A'))逻辑值为0
",0,0,0,2017-05-09 09:55:58.798946+00:00
49,52,--x是先赋值后使用变量，x--是先使用变量后赋值,0,0,0,2017-05-09 09:24:38.894765+00:00
49,52,,0,0,0,2017-05-09 09:22:58.327328+00:00
49,51,,0,0,0,2017-05-09 09:11:05.490949+00:00
15,67,11不是我一个人？,0,0,0,2017-05-08 13:20:30.027492+00:00
15,67,,0,0,0,2017-05-08 13:03:15.331443+00:00
15,69,,0,0,0,2017-05-08 13:00:04.176743+00:00
15,66,,0,0,0,2017-05-08 12:47:20.387958+00:00
54,69,？,0,0,0,2017-05-08 12:20:28.160569+00:00
13,71,  ,0,0,0,2017-05-07 10:30:10.912138+00:00
56,68,想问2*x+4*y==90和4*x+2*y==90有什么区别,0,0,0,2017-05-05 11:53:52.995790+00:00
25,68,,0,0,0,2017-05-04 09:55:01.526714+00:00
51,65,A和D有什么区别？,0,0,0,2017-05-04 09:38:14.067187+00:00
51,66,判断时i就被赋予了k-1的值,0,0,0,2017-05-04 09:36:27.263603+00:00
51,66,,0,0,0,2017-05-04 09:35:53.505906+00:00
51,61,,0,0,0,2017-05-04 09:32:52.551408+00:00
79,65,,0,0,0,2017-05-04 08:59:34.936330+00:00
67,65,,0,0,0,2017-05-04 06:38:28.230036+00:00
69,67,,0,0,0,2017-05-04 05:58:00.889242+00:00
74,28,,0,0,0,2017-05-04 05:57:49.842362+00:00
74,27,,0,0,0,2017-05-04 05:57:13.522271+00:00
30,29,,0,0,0,2017-05-04 05:43:25.428833+00:00
74,26,,0,0,0,2017-05-04 05:32:00.477283+00:00
74,8, ,0,0,0,2017-05-04 05:28:45.183450+00:00
74,24, ,0,0,0,2017-05-04 05:27:34.601009+00:00
74,23, ,0,0,0,2017-05-04 05:16:20.882979+00:00
74,22, ,0,0,0,2017-05-04 05:15:37.232121+00:00
74,21, ,0,0,0,2017-05-04 05:13:46.529582+00:00
74,19,d选项 是0x错了吗？因为0x就只是十六进制的标识符。C选项的确是0668错了,0,0,0,2017-05-04 05:12:41.284694+00:00
74,19, ,0,0,0,2017-05-04 05:10:35.583090+00:00
74,18, ,0,0,0,2017-05-04 05:06:40.614900+00:00
74,17, ,0,0,0,2017-05-04 05:05:37.680233+00:00
74,16, ,0,0,0,2017-05-04 05:05:26.779324+00:00
46,61,b为什么是-2,0,0,0,2017-05-04 05:02:18.324515+00:00
70,66,,0,0,0,2017-05-04 04:48:09.874938+00:00
70,65,,0,0,0,2017-05-04 04:41:25.799786+00:00
70,62,,0,0,0,2017-05-04 04:30:00.840858+00:00
45,32,A C错在哪,0,0,0,2017-05-04 04:26:54.497477+00:00
70,61,,0,0,0,2017-05-04 04:18:13.388900+00:00
70,60,,0,0,0,2017-05-04 04:11:41.292759+00:00
57,65,,0,0,0,2017-05-04 04:01:48.368281+00:00
70,67,,0,0,0,2017-05-04 04:00:36.905383+00:00
43,67,11,0,0,0,2017-05-04 03:55:48.506556+00:00
57,64,,0,0,0,2017-05-04 03:51:02.596518+00:00
22,67,,0,0,0,2017-05-04 00:56:28.017768+00:00
46,65,BD选项有区别吗...,0,0,0,2017-05-03 17:17:49.328877+00:00
